"Probe_ID","Probe_Name"
"M60278_at","DTR Diphtheria toxin receptor (heparin-binding epidermal growth factor-like growth factor)"
"M60298_at","EPB42 Erythrocyte membrane protein band 4.2"
"M60527_at","DCK Deoxycytidine kinase"
"M60721_at","Homeobox gene"
"M60752_at","GB DEF = Histone H2A.1 (H2A) gene"
"M60830_at","EVI2B PROTEIN PRECURSOR TROPIC VIRAL INTEGRATION SITE 2B PROTEIN)"
"M60922_at","Surface antigen mRNA"
"M61199_at","CLEAVAGE SIGNAL-1 PROTEIN"
"M61764_at","TUBG Tubulin, gamma polypeptide"
"M61906_at","PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY ALPHA SUBUNIT"
"M62302_at","Growth/differentiation factor 1 (GDF-1) mRNA"
"M62324_at","Modulator recognition factor I (MRF-1) mRNA, 3' end"
"M62762_at","ATP6C Vacuolar H+ ATPase proton channel subunit"
"M62783_at","NAGA N-acetylgalactosaminidase, alpha-"
"M62810_at","TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like)"
"M62831_at","Transcription factor ETR101 mRNA"
"M62994_at","Thyroid autoantigen (truncated actin-binding protein) mRNA"
"M63138_at","CTSD Cathepsin D (lysosomal aspartyl protease)"
"M63167_at","AKT1 V-akt murine thymoma viral oncogene homolog 1"
"M63175_at","AMFR Autocrine motility factor receptor"
"M63180_at","TARS Threonyl-tRNA synthetase"
"M63262_at","GB DEF = 5-lipoxygenase activating protein (FLAP) gene, exon 5"
"M63379_at","CLU Clusterin (complement lysis inhibitor; testosterone-repressed prostate message 2; apolipoprotein J)"
"M63573_at","PPIB Peptidylprolyl isomerase B (cyclophilin B)"
"M63582_at","THYROLIBERIN PRECURSOR"
"M63589_at","TAL1 T-cell acute lymphocytic leukemia 1 (NOTE: redefinition of symbol)"
"M63904_at","GNA15 Guanine nucleotide binding protein (G protein), alpha 15 (Gq class)"
"M63928_at","CD27 CD27 antigen (T cell activation antigen)"
"M63959_at","LRPAP1 Low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1"
"M64098_at","High density lipoprotein binding protein (HBP) mRNA"
"M64108_at","Udulin 1 mRNA, 3' end"
"M64174_at","TYROSINE-PROTEIN KINASE JAK1"
"M64590_at","GLDC Glycine cleavage system protein P (glycine decarboxylase)"
"M64595_at","RAC2 Ras-related C3 botulinum toxin substrate 2"
"M64673_at","HEAT SHOCK FACTOR PROTEIN 1"
"M64925_at","MPP1 Membrane protein, palmitoylated 1 (55kD)"
"M64929_at","PPP2R2A Protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform"
"M64934_at","XK Kell blood group precursor (McLeod phenotype)"
"M64992_at","PSMA2 Proteasome component C2"
"M65066_at","PRKAR1B Protein kinase, cAMP-dependent, regulatory, type I, beta"
"M65085_at","FSHR Follicle stimulating hormone receptor"
"M65217_at","HEAT SHOCK FACTOR PROTEIN 2"
"M68520_at","CDK2 Cyclin-dependent kinase 2"
"M68864_at","ORF mRNA"
"M68891_at","GATA2 GATA-binding protein 2"
"M68941_at","GB DEF = Protein-tyrosine phosphatase mRNA"
"M69023_at","Globin gene"
"M69039_at","PRE-MRNA SPLICING FACTOR SF2, P32 SUBUNIT PRECURSOR"
"M69043_at","MAJOR HISTOCOMPATIBILITY COMPLEX ENHANCER-BINDING PROTEIN MAD3"
"M69066_at","MSN Moesin"
"M73047_at","TPP2 Tripeptidyl peptidase II"
"M73547_at","POLYPOSIS LOCUS PROTEIN 1"
"M73720_at","CPA3 Carboxypeptidase A3 (mast cell)"
"M74002_at","Arginine-rich nuclear protein mRNA"
"M74089_at","TB1 gene mRNA, 3' end"
"M74099_at","CUTL1 Cut (Drosophila)-like 1 (CCAAT displacement protein)"
"M74491_at","ARF3 ADP-ribosylation factor 3"
"M74524_at","UBE2A Ubiquitin-conjugating enzyme E2A (RAD6 homolog)"
"M74719_at","SEF2-1A protein (SEF2-1A) mRNA, 5' end"
"M75099_at","FRAP FK506 binding protein 12-rapamycin associated protein"
"M75126_at","HK1 Hexokinase 1"
"M76378_at","FN1 Fibronectin 1"
"M76424_at","Carbonic anhydrase VII (CA VII) gene"
"M76766_at","GTF2B General transcription factor IIB"
"M77142_at","NUCLEOLYSIN TIA-1"
"M77698_at","YY1 YY1 transcription factor"
"M77836_at","PYCR1 Pyrroline-5-carboxylate reductase 1"
"M80244_at","INTEGRAL MEMBRANE PROTEIN E16"
"M80254_at","PEPTIDYL-PROLYL CIS-TRANS ISOMERASE, MITOCHONDRIAL PRECURSOR"
"M80333_at","GB DEF = M5 muscarinic acetylcholine receptor gene"
"M80335_at","Protein kinase A catalytic subunit mRNA, 3' end"
"M80359_at","PUTATIVE SERINE/THREONINE-PROTEIN KINASE P78"
"M80563_at","PLACENTAL CALCIUM-BINDING PROTEIN"
"M80629_at","Cdc2-related protein kinase (CHED) mRNA"
"M80647_at","THROMBOXANE-A SYNTHASE"
"M80899_at","AHNAK AHNAK nucleoprotein (desmoyokin)"
"M81057_at","CPB1 Carboxypeptidase B1 (tissue)"
"M81601_at","TRANSCRIPTION ELONGATION FACTOR S-II"
"M81758_at","SODIUM CHANNEL PROTEIN, SKELETAL MUSCLE ALPHA-SUBUNIT"
"M81780_cds5_at","SMPD1 gene (acid sphingomyelinase) extracted from Homo sapiens acid sphingomyelinase (SMPD1) gene, ORF's 1-3's"
"M81830_at","GB DEF = Somatostatin receptor isoform 2 (SSTR2) gene"
"M82809_at","ANX4 Annexin IV (placental anticoagulant protein II)"
"M82882_at","ETS-RELATED TRANSCRIPTION FACTOR ELF-1"
"M83088_at","PGM1 Phosphoglucomutase 1"
"M83181_at","GB DEF = Serotonin receptor gene"
"M83221_at","TRANSCRIPTION FACTOR RELB"
"M83233_at","TCF12 Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"
"M83751_at","Arginine-rich protein (ARP) gene"
"M84349_at","CD59 CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)"
"M84526_at","DF D component of complement (adipsin)"
"M84739_at","CALR Autoantigen calreticulin"
"M85169_at","Homologue of yeast sec7 mRNA"
"M85247_at","GB DEF = Dopamine D1A receptor gene, complete exon 1, and exon 2, 5' end"
"M85276_at","NKG5 PROTEIN PRECURSOR"
"M86400_at","YWHAZ Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
"M86546_at","PBX1 PBX1a and PBX1b"
"M86667_at","HnRNP C2 protein mRNA"
"M86707_at","GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE"
"M86737_at","SSRP1 High mobility group box"
"M86752_at","TRANSFORMATION-SENSITIVE PROTEIN IEF SSP 3521"
"M86852_at","PXMP3 Peroxisomal membrane protein 3 (35kD, Zellweger syndrome)"
"M87339_at","RFC4 Replication factor C, 37-kD subunit"
"M87434_at","69/71 KD"
"M87503_at","TRANSCRIPTIONAL REGULATOR ISGF3 GAMMA SUBUNIT"
"M87860_at","GALECTIN-2"
"M88108_at","P62 mRNA"
"M88279_at","FKBP4 FK506-binding protein 4 (59kD)"
"M88282_at","T-CELL SURFACE PROTEIN TACTILE PRECURSOR"
"M88458_at","ELP-1 mRNA sequence"
"M88468_at","MVK Mevalonate kinase"
"M89957_at","IGB Immunoglobulin-associated beta (B29)"
"M90299_at","GCK Glucokinase (hexokinase 4, maturity onset diabetes of the young 2)"
"M90656_at","GLCLC Glutamate-cysteine ligase (gamma-glutamylcysteine synthetase), catalytic (72.8kD)"
"M91029_cds2_at","AMP deaminase (AMPD2) mRNA"
"M91036_rna1_at","G-gamma globin gene extracted from H.sapiens G-gamma globin and A-gamma globin genes's"
"M91083_at","DNA-binding protein (HRC1) mRNA"
"M91196_at","ICSBP1 Interferon consensus sequence binding protein 1"
"M91432_at","ACADM Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain"
"M91438_at","GB DEF = Kazal-type serine proteinase (HUSI-II) gene"
"M91585_at","Br140 mRNA"
"M91592_at","ZNF76 Zinc finger protein 76"
"M91670_at","Ubiquitin carrier protein (E2-EPF) mRNA"
"M92287_at","CCND3 Cyclin D3"
"M92303_at","DIHYDROPRYRIDINE-SENSITIVE L-TYPE, CALCIUM CHANNEL BETA-1-B1 SUBUNIT"
"M92357_at","B94 PROTEIN"
"M92439_at","130 KD LEUCINE-RICH PROTEIN"
"M92449_at","LTR mRNA, 3' end of coding region and 3' flank"
"M92934_at","CTGF Connective tissue growth factor"
"M93056_at","LEUKOCYTE ELASTASE INHIBITOR"
"M93107_at","D-BETA-HYDROXYBUTYRATE DEHYDROGENASE PRECURSOR"
"M93221_at","M6PR Mannose receptor"
"M93283_at","Pancreatic lipase related protein 1 (PLRP1) mRNA"
"M93405_at","Methylmalonate semialdehyde dehydrogenase gene"
"M93426_at","PTPRZ Protein tyrosine phosphatase, receptor-type, zeta polypeptide"
"M93718_at","NOS3 Nitric oxide synthase 3 (endothelial cell)"
"M94250_at","MDK Midkine (neurite growth-promoting factor 2)"
"M94345_at","CAPG Capping protein (actin filament), gelsolin-like"
"M94362_at","LAMB2 Laminin, beta 2 (laminin S)"
"M94556_at","SSBP Single-stranded DNA-binding protein"
"M94630_at","Heterogeneous nuclear ribonucleoprotein D (hnRNP D), partial cds, clone cDx4"
"M94633_at","GB DEF = Recombination acitivating protein (RAG2) gene, last exon"
"M94856_at","FATTY ACID-BINDING PROTEIN, EPIDERMAL"
"M95178_at","ALPHA-ACTININ 1, CYTOSKELETAL ISOFORM"
"M95549_at","SLC5A2 Solute carrier family 5 (sodium/glucose cotransporter), member 2"
"M95610_at","COL9A2 Collagen, type IX, alpha 2"
"M95623_cds1_at","PBGD gene (hydroxymethylbilane synthase) extracted from Homo sapiens hydroxymethylbilane synthase gene"
"M95678_at","PLCB2 Phospholipase C, beta 2"
"M95712_at","BRAF V-raf murine sarcoma viral oncogene homolog B1"
"M95787_at","22kDa smooth muscle protein (SM22) mRNA"
"M96326_rna1_at","Azurocidin gene"
"M96803_at","SPTBN1 Spectrin, beta, non-erythrocytic 1"
"M96859_at","DPP6 Dipeptidylpeptidase VI"
"M96982_at","SPLICING FACTOR U2AF 35 KD SUBUNIT"
"M97287_at","SATB1 Special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)"
"M97815_at","CRABP2 Cellular retinoic acid-binding protein 2"
"M97856_at","NASP Nuclear autoantigenic sperm protein (histone-binding)"
"M97925_rna1_at","Defensin 5 gene"
"M97936_at","SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 1-ALPHA/BETA"
"M98045_at","Folylpolyglutamate synthetase mRNA"
"M98539_at","Prostaglandin D2 synthase gene"
"M98776_rna1_at","Keratin 1 gene"
"M98833_at","FLI1 Friend leukemia virus integration 1"
"M99063_at","KERATIN, TYPE II CYTOSKELETAL 2 ORAL"
"M99701_at","(pp21) mRNA"
"S43646_at","KERATIN, TYPE II CYTOSKELETAL 2 EPIDERMAL"
"S45630_at","CRYAB Crystallin alpha-B"
"S50223_at","HKR-T1"
"S53911_at","CD34 CD34 antigen (hemopoietic progenitor cell antigen)"
"S58733_at","Pp52"
"S59049_at","RGS1 Regulator of G-protein signalling 1"
"S61953_at","ERBB3 V-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 {alternative products}"
"S63912_at","D10S102"
"S65583_rna1_at","SP-10=intra-acrosomal protein {alternatively spliced} [human, liver, Genomic, 2339 nt 4 segments]"
"S65738_at","Actin depolymerizing factor [human, fetal brain, mRNA, 1452 nt]"
"S66431_at","RBP2"
"S67070_at","Heat shock protein HSP72 homolog [human, thyroid associated ophthalmopathy patient, mRNA Partial, 450 nt]"
"S67325_at","PCCB Propionyl Coenzyme A carboxylase, beta polypeptide"
"S68616_at","SLC9A1 Solute carrier family 9 (sodium/hydrogen exchanger), isoform 1 (antiporter, Na+/H+, amiloride sensitive)"
"S69115_at","Granulocyte colony-stimulating factor induced gene [human, CML patient, bone marrow mononuclear cells, mRNA, 833 nt]"
"S70609_at","GB DEF = Glycine transporter type 1b [human, substantia nigra, mRNA, 2364 nt]"
"S71824_at","NEURAL CELL ADHESION MOLECULE, PHOSPHATIDYLINOSITOL-LINKED ISOFORM PRECURSOR"
"S72008_at","CDC10 Cell division cycle 10 (homologous to CDC10 of S. cerevisiae"
"S72487_at","Platelet-derived endothelial cell growth factor mRNA"
"S73591_at","Brain-expressed HHCPA78 homolog [human, HL-60 acute promyelocytic leukemia cells, mRNA, 2704 nt]"
"S74017_at","Nrf2"
"S74221_at","IK"
"S74445_at","Cellular retinoic acid-binding protein [human, skin, mRNA, 735 nt]"
"S75168_rna1_at","Matk=megakaryocyte-associated tyrosine kinase [human, Genomic, 2617 nt 13 segments]"
"S75463_at","ELONGATION FACTOR TU, MITOCHONDRIAL PRECURSOR"
"S76617_at","BLK Protein-tyrosine kinase blk"
"S76965_at","Protein kinase inhibitor [human, neuroblastoma cell line SH-SY-5Y, mRNA, 2147 nt]"
"S76992_at","VAV2 Vav 2 oncogene"
"S77356_at","GB DEF = Transcript ch21=oligomycin sensitivity conferral protein oscp homolog [human, RF1,RF48 stomach cancer cell lines, mRNA, 262 nt]"
"S77576_at","GB DEF = ERV9 reverse transcriptase homolog {clone RT18} [human, multiple sclerosis, brain plaques, mRNA Partial, 84 nt]"
"S77763_at","NF-E2 protein (NF-E2) mRNA"
"S77812_at","FLT1 Fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)"
"S78085_at","PDCD2 Programmed cell death 2"
"S78187_at","M-PHASE INDUCER PHOSPHATASE 2"
"S78296_at","Neurofilament-66 [human, fetal brain, mRNA, 3197 nt]"
"S79639_at","EXT1 Exostoses (multiple) 1"
"S80335_at","ITGB7 Integrin beta-7 subunit"
"S81003_at","L-UBC"
"S81439_at","TGF-beta inducible early protein (TIEG) mRNA"
"S81914_at","IEX-1"
"S82470_at","BB1"
"S83364_at","GB DEF = Putative Rab5-interacting protein {clone L1-57} [human, HeLa cells, mRNA Partial, 366 nt]"
"S85655_at","PHB Prohibitin"
"S87759_at","Protein phosphatase 2C alpha [human, teratocarcinoma, mRNA, 2346 nt]"
"S90469_at","Cytochrome P450 reductase [human, placenta, mRNA Partial, 2403 nt]"
"U00115_at","BCL6 B cell lymphoma protein 6 (zinc finger protein 51)"
"U00672_at","IL10R Interleukin 10 receptor"
"U00921_at","LST1 mRNA, cLST1/E splice variant"
"U00943_at","GB DEF = Clone A9A2BRB2 (CAC)n/(GTG)n repeat-containing mRNA"
"U00952_at","Clone A9A2BRB7 (CAC)n/(GTG)n repeat-containing mRNA"
"U00968_at","SREBP-1 mRNA"
"U01038_at","PLK mRNA"
"U01147_at","ABR Active BCR-related gene"
"U01212_at","GB DEF = Olfactory marker protein (OMP) gene"
"U01317_cds6_at","Beta-globin thalassemia gene extracted from Human beta globin region on chromosome 11"
"U01824_at","Glutamate transporter"
"U01923_at","BTK region clone ftp-3 mRNA"
"U02020_at","Pre-B cell enhancing factor (PBEF) mRNA"
"U02031_at","Sterol regulatory element binding protein-2 mRNA"
"U02081_at","Guanine nucleotide regulatory protein (NET1) mRNA"
"U02310_at","FKHR Homolog 1 of Drosophila forkhead (rhabdomyosarcoma)"
"U02493_at","54 kDa protein mRNA"
"U02556_at","RP3 mRNA"
"U02570_at","CDC42 GTPase-activating protein mRNA, partial cds"
"U02619_at","TFIIIC Box B-binding subunit mRNA"
"U02687_at","Growth factor receptor tyrosine kinase (STK-1) mRNA"
"U03057_at","Actin bundling protein mRNA"
"U03090_at","Ca2+-dependent phospholipase A2 mRNA"
"U03105_at","B4-2 protein mRNA"
"U03270_at","GB DEF = Centrin mRNA"
"U03272_at","FBN2 Fibrillin 2"
"U03398_at","Receptor 4-1BB ligand mRNA"
"U03642_at","G protein-coupled receptor APJ gene"
"U03851_at","Capping protein alpha mRNA, partial cds"
"U03891_at","Phorbolin I mRNA, partial cds"
"U04811_at","Trophinin mRNA"
"U04898_at","RORA RAR-related orphan receptor A"
"U05237_at","Fetal Alz-50-reactive clone 1 (FAC1) mRNA"
"U05259_rna1_at","MB-1 gene"
"U05340_at","P55CDC mRNA"
"U05659_at","HSD17B3 Hydroxysteroid (17-beta) dehydrogenase 3"
"U05875_at","Clone pSK1 interferon gamma receptor accessory factor-1 (AF-1) mRNA"
"U06088_at","N-ACETYLGALACTOSAMINE-6-SULFATASE PRECURSOR"
"U06631_at","IEF SSP 9502 mRNA"
"U06681_at","Clone CCA12 mRNA containing CCA trinucleotide repeat"
"U06863_at","Follistatin-related protein precursor mRNA"
"U07132_at","Orphan receptor mRNA, partial cds"
"U07158_at","Syntaxin mRNA"
"U07223_at","Beta2-chimaerin mRNA"
"U07358_at","Protein kinase (zpk) mRNA"
"U07418_at","MLH1 DNA mismatch repair protein MLH1"
"U07424_at","Putative tRNA synthetase-like protein mRNA"
"U07550_at","HSPE1 Heat shock 10 kD protein 1 (chaperonin 10)"
"U07563_cds1_at","ABL gene, exon 1b and intron 1b, and putative M8604 Met protein  (M8604 Met) gene"
"U07664_at","HB9 homeobox gene"
"U07681_at","NAD(H)-specific isocitrate dehydrogenase alpha subunit precursor mRNA"
"U07695_at","HTK Hepatoma transmembrane kinase"
"U07802_at","ERF-2 mRNA"
"U07857_at","SRP14 Signal recognition particle 14 kD protein"
"U07919_at","ALDH6 Aldehyde dehydrogenase 6 "
"U08316_at","GB DEF = Insulin-stimulated protein kinase 1 (ISPK-1) mRNA"
"U08336_at","Basic helix-loop-helix transcription factor mRNA"
"U08815_at","Splicesomal protein (SAP 61) mRNA"
"U08989_at","Glutamate transporter mRNA"
"U09117_at","Phospholipase c delta 1 mRNA"
"U09196_at","1.1 kb mRNA upregulated in retinoic acid treated HL-60 neutrophilic cells"
"U09284_at","PINCH protein mRNA"
"U09303_at","Placenta LERK-2 (EPLG2) mRNA"
"U09410_at","ZNF131 Zinc finger protein 131 (clone pHZ-10)"
"U09564_at","Serine kinase mRNA"
"U09578_at","MAPKAP kinase (3pK) mRNA"
"U09579_at","CDKN1A Cyclin-dependent kinase inhibitor 1A (p21, Cip1)"
"U09607_at","JAK3 Janus kinase 3 (a protein tyrosine kinase, leukocyte)"
"U09770_at","Cysteine-rich heart protein (hCRHP) mRNA"
"U09825_at","ZNF173 Acid finger protein ZNF173"
"U09848_at","ZNF139 Zinc finger protein 139 (clone pHZ-37)"
"U09850_at","ZNF143 Zinc finger protein 143 (clone pHZ-1)"
"U10117_at","CALMODULIN"
"U10323_at","Nuclear factor NF45 mRNA"
"U10324_at","Nuclear factor NF90 mRNA"
"U10362_at","GP36b glycoprotein mRNA"
"U10439_at","ADAR Double-stranded RNA adenosine deaminase"
"U10485_at","Lymphoid-restricted membrane protein (Jaw1) mRNA"
"U10492_at","MEOX1 Homeobox protein mox1"
"U10686_at","MAGE-11 antigen (MAGE11) gene"
"U10868_at","ALDH7 Aldehyde dehydrogenase 7"
"U10991_at","G2 protein mRNA, partial cds"
"U11732_at","ETV6 Ets variant gene 6 (TEL oncogene)"
"U11791_at","CCNH Cyclin H"
"U11870_rna1_at","Interleukin-8 receptor type A (IL8RBA) gene, promoter and complete cds"
"U11872_at","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB1, partial cds"
"U11877_at","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA, splice variant IL8RB9, partial cds"
"U12139_at","GB DEF = Alpha1(XI) collagen (COL11A1) gene, 5' region and exon 1"
"U12255_at","IgG Fc receptor hFcRn mRNA"
"U12779_at","MAP KINASE-ACTIVATED PROTEIN KINASE 2"
"U13395_at","Oxidoreductase (HHCMA56) mRNA"
"U13666_at","GB DEF = G protein-coupled receptor (GPR1) gene"
"U13695_at","GB DEF = Homolog of yeast mutL (hPMS1) gene"
"U13706_at","GB DEF = ELAV-like neuronal protein 1 isoform Hel-N2 (Hel-N1) mRNA, partial cds"
"U13737_at","Cysteine protease CPP32 isoform alpha mRNA"
"U13991_at","TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA"
"U14193_at","TFIIA gamma subunit mRNA"
"U14391_at","Myosin-IC mRNA"
"U14417_at","Ral guanine nucleotide dissociation stimulator mRNA, partial cds"
"U14575_at","(ard-1) mRNA"
"U14588_at","Paxillin mRNA"
"U14603_at","Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA"
"U15009_at","SnRNP core protein Sm D3 mRNA"
"U15085_at","HLA-DMB Major histocompatibility complex, class II, DM beta"
"U15128_at","Beta-1,2-N-acetylglucosaminyltransferase II (MGAT2) gene"
"U15173_at","EEF1A1 Translation elongation factor 1-alpha-1"
"U15177_at","GB DEF = Cosmid CRI-JC2015 at D10S289 in 10sp13"
"U15552_at","Acidic 82 kDa protein mRNA"
"U15555_at","Serine palmitoyltransferase (LCB2) mRNA, partial cds"
"U15782_at","CSTF3 Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD"
"U15932_at","Protein tyrosine phosphatase mRNA"
"U16031_at","Transcription factor IL-4 Stat mRNA"
"U16127_at","GRIK5 Glutamate receptor, ionotropic, kainate 5"
"U16282_at","ELL mRNA"
"U16306_at","CSPG2 Chondroitin sulfate proteoglycan 2 (versican)"
"U16660_at","Peroxisomal enoyl-CoA hydratase-like protein (HPXEL) mRNA"
"U16954_at","(AF1q) mRNA"
"U17163_at","Transcription factor ETV1 mRNA"
"U17327_at","NOS1 Nitric oxide synthase 1 (neuronal)"
"U17418_at","PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR PRECURSOR"
"U17579_rna1_at","Growth hormone-releasing hormone receptor form b gene extracted from Human growth hormone-releasing hormone receptor gene, alternatively spliced forms a, b, and c, partial cds"
"U17886_at","SDH1 Succinate dehydrogenase, iron sulphur (Ip) subunit"
"U17894_at","Alpha(1,2)fucosyltransferase"
"U18009_at","Chromosome 17q21 mRNA clone LF113"
"U18062_at","TFIID subunit TAFII55 (TAFII55) mRNA"
"U18242_at","CAMLG Calcium modulating ligand"
"U18291_at","CDC16Hs mRNA"
"U18548_at","GB DEF = GPR12 G protein coupled-receptor gene"
"U19261_at","Epstein-Barr virus-induced protein mRNA"
"U19796_at","Melanoma antigen p15 mRNA"
"U19948_at","Protein disulfide isomerase (PDIp) mRNA"
"U19977_at","Preprocarboxypeptidase A2 (proCPA2) mRNA"
"U20158_at","76 kDa tyrosine phosphoprotein SLP-76 mRNA"
"U20285_at","Gps1 (GPS1) mRNA"
"U20325_at","Cocaine and amphetamine regulated transcript CART (hCART) mRNA"
"U20350_at","CMKRL1 Chemokine receptor-like 1"
"U20428_at","SNC19 mRNA sequence"
"U20582_at","Actin-like peptide mRNA, partial cds"
"U20647_at","ZNF151 Zinc finger protein 151 (pHZ-67)"
"U20657_at","Ubiquitin protease (Unph) proto-oncogene mRNA"
"U20908_at","GB DEF = Clone 350/2 melanoma ubiquitous mutated protein (MUM-1) gene, partial cds"
"U20979_at","Chromatin assembly factor-I p150 subunit mRNA"
"U20998_at","SRP9 Signal recognition particle 9 kD protein"
"U21049_at","GB DEF = DD96 mRNA"
"U21090_at","DNA polymerase delta small subunit mRNA"
"U21551_at","GB DEF = ECA39 mRNA"
"U21931_at","FBP1 Fructose-bisphosphatase 1"
"U22055_at","100 kDa coactivator mRNA"
"U22526_at","2,3-oxidosqualene-lanosterol cyclase mRNA"
"U22897_at","Nuclear domain 10 protein (ndp52) mRNA"
"U22963_at","Class I histocompatibility antigen-like protein mRNA"
"U23143_at","Mitochondrial serine hydroxymethyltransferase gene, nuclear encoded mitochondrion protein"
"U23803_at","Heterogeneous ribonucleoprotein A0 mRNA"
"U23946_at","Putative tumor suppressor (LUCA15) mRNA"
"U24105_at","Coatomer protein (COPA) mRNA"
"U24152_at","P21-activated protein kinase (Pak1) gene"
"U24169_at","JTV-1 (JTV-1) mRNA"
"U24266_at","Pyrroline-5-carboxylate dehydrogenase (P5CDh) mRNA, long form"
"U24576_at","Breast tumor autoantigen mRNA, complete sequence"
"U24704_at","Ras GTPase-activating-like protein (IQGAP1) mRNA"
"U25029_at","GRL Glucocorticoid receptor alpha {alternative products}"
"U25165_at","Fragile X mental retardation protein 1 homolog FXR1 mRNA"
"U25182_at","Antioxidant enzyme AOE37-2 mRNA"
"U25265_at","Protein tyrosine kinase t-Ror1 (Ror1) mRNA"
"U25435_at","Transcriptional repressor (CTCF) mRNA"
"U25750_at","GB DEF = Chromosome 17q21 mRNA clone 1046:1-1"
"U25849_at","ACP1 Acid phosphatase 1, soluble"
"U25956_at","SELPLG Selectin P ligand"
"U26648_at","STX5A Syntaxin 5A"
"U26710_at","Cbl-b mRNA"
"U27831_at","GB DEF = Striatum-enriched phosphatase (STEP) mRNA, partial cds"
"U28131_at","GB DEF = HMGI-C chimeric transcript mRNA, partial cds"
"U28368_at","ID4 Inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
"U28386_at","RCH1 RAG (recombination activating gene) cohort 1"
"U28686_at","Putative RNA binding protein RNPL mRNA"
"U28687_at","ZNF157 Zinc finger protein 157 (HZF22)"
"U28811_at","Cysteine-rich fibroblast growth factor receptor (CFR-1) mRNA"
"U28831_at","Protein immuno-reactive with anti-PTH polyclonal antibodies mRNA, partial cds"
"U29091_at","GB DEF = Selenium-binding protein (hSBP) mRNA"
"U29171_at","CSNK1D Casein kinase 1, delta"
"U29195_at","NPTX2 Neuronal pentraxin II"
"U29607_at","EIF-2-associated p67 homolog mRNA"
"U29615_at","Chitotriosidase precursor mRNA"
"U29680_at","Bcl-2 related (Bfl-1) mRNA"
"U29700_at","GB DEF = Anti-mullerian hormone type II receptor precursor gene"
"U29953_rna1_at","Pigment epithelium-derived factor gene"
"U30255_at","PGD Phosphogluconate dehydrogenase"
"U30521_at","FRAP FK506 binding protein 12-rapamycin associated protein"
"U30825_at","Splicing factor SRp30c mRNA"
"U30872_at","CENP-F kinetochore protein mRNA"
"U30888_at","TRNA-guanine transglycosylase mRNA"
"U30999_at","GB DEF = (memc) mRNA, 3'UTR"
"U31099_at","GB DEF = DP prostanoid receptor (PTGDR) mRNA, partial cds"
"U31176_at","HERV1 mRNA"
"U31382_at","G protein gamma-4 subunit mRNA"
"U31383_at","G protein gamma-10 subunit mRNA"
"U31384_at","G protein gamma-11 subunit mRNA"
"U31501_at","Fragile X mental retardation syndrome related protein (FXR2) mRNA"
"U31814_at","Transcriptional regulator homolog RPD3 mRNA"
"U31875_at","Hep27 protein mRNA"
"U31930_at","DUT DUTP pyrophosphatase"
"U32519_at","GAP SH3 binding protein mRNA"
"U32645_at","Myeloid elf-1 like factor (MEF) mRNA"
"U32680_at","CLN3 Ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-vogt disease) "
"U32849_at","Hou mRNA"
"U32944_at","Cytoplasmic dynein light chain 1 (hdlc1) mRNA"
"U33053_at","Lipid-activated protein kinase PRK1 mRNA"
"U33147_at","Mammaglobin mRNA"
"U33286_at","Chromosome segregation gene homolog CAS mRNA"
"U33429_at","K+ channel beta 2 subunit mRNA"
"U33821_at","Tax1-binding protein TXBP151 mRNA"
"U33822_at","Tax1-binding protein TXBP181 mRNA"
"U34252_at","ALDH7 Aldehyde dehydrogenase 7 (NOTE: redefinition of symbol)"
"U34605_at","Retinoic acid- and interferon-inducible 58K protein RI58 mRNA"
"U34877_at","Biliverdin-IXalpha reductase mRNA"
"U34880_at","DPH2L"
"U34962_at","Transcription factor HCSX (hCsx) mRNA"
"U35048_at","TSC-22 protein mRNA"
"U35113_at","Metastasis-associated mta1 mRNA"
"U35451_at","Heterochromatin protein p25 mRNA"
"U36221_at","Pancreatic zymogen granule membrane protein GP-2 mRNA"
"U36764_at","EIF3 Eukaryotic translation initiation factor 3 (eIF-3) p36 subunit"
